Age,Gender,Occupation,Annual_Income_USD,Marital_Status,Has_Children,Hotel_Stay_Frequency,Preferred_Hotel_Type,Typical_Length_of_Stay,Stay_Reason,Comfort_With_Smart_Features,WiFi_Importance,Mobile_Checkin_Usage,Allow_Data_For_Personalization,Valued_Aspects,Smart_Features_Desired,Common_Challenges,Average_Spend_Per_Night,Willingness_To_Pay_Extra,Would_Recommend_AI_Hotel,AI_Preference_Score,Willing_To_Stay_At_IntelliStay,Willing_To_Share_Preferences
22,Male,Working Professional,1841,Single,Yes,1–2,Business,2–3 nights,Business,Yes,Somewhat Important,Sometimes,No,"Technology, Food Quality, Cleanliness","Smart Lighting, AI Concierge",Long check-in times,200,$5–$10,No,10,Yes,Yes
24,Female,Working Professional,52993,Single,No,1–2,Luxury,2–3 nights,Business,Yes,Very Important,Never,Yes,"Ambience, Cleanliness","AI Concierge, Smart Mirror, Personalized Room Temperature","Poor Wi-Fi, Long check-in times",73,$20+,Yes,6,No,Yes
45,Prefer not to say,Other,16700,Single,No,More than 10,Luxury,2–3 nights,Leisure,Yes,Very Important,Sometimes,Yes,"Food Quality, Privacy, Cleanliness","AI Concierge, Smart Lighting, Mood Music","Lack of personalization, Noisy rooms",164,$20+,Yes,8,Yes,Yes
34,Male,Working Professional,26044,Married,Yes,3–5,Luxury,2–3 nights,Other,No,Very Important,Sometimes,No,"Food Quality, Technology","Smart Mirror, Personalized Room Temperature, AI Concierge","Noisy rooms, Poor Wi-Fi, Long check-in times",108,$5–$10,Yes,6,Yes,Yes
41,Female,Entrepreneur,105723,Single,No,1–2,Luxury,7+ nights,Leisure,Yes,Not Important,Always,No,"Privacy, Cleanliness, Technology","Smart Mirror, Smart Lighting, Mood Music","Noisy rooms, Poor Wi-Fi, Other",89,$5–$10,Yes,8,Yes,No
35,Male,Working Professional,16136,Single,Yes,3–5,Airbnb,1 night,Other,No,Somewhat Important,Always,Yes,"Technology, Cleanliness, Food Quality","Smart Mirror, Smart Lighting","Poor Wi-Fi, Long check-in times",172,$5–$10,Yes,10,No,Yes
35,Female,Working Professional,25044,Married,No,3–5,Boutique,2–3 nights,Other,Yes,Somewhat Important,Always,Yes,"Food Quality, Staff Friendliness",Smart Lighting,Other,60,$20+,Yes,6,Yes,Yes
44,Female,Other,551,Married,Yes,6–10,Airbnb,1 night,Event,Yes,Somewhat Important,Sometimes,Yes,"Staff Friendliness, Technology, Privacy","Mood Music, AI Concierge, Smart Lighting","Long check-in times, Noisy rooms",64,$5–$10,No,4,No,Yes
29,Female,Working Professional,3404,Single,No,1–2,Business,7+ nights,Transit,Yes,Very Important,Always,Yes,"Food Quality, Technology, Ambience","AI Concierge, Smart Mirror",Noisy rooms,127,< $5,Yes,9,Yes,Yes
35,Female,Student,11968,Married,Yes,1–2,Airbnb,1 night,Transit,Yes,Not Important,Sometimes,No,"Food Quality, Ambience, Technology",Personalized Room Temperature,"Lack of personalization, Noisy rooms, Poor Wi-Fi",129,$20+,Yes,9,No,Yes
30,Male,Working Professional,1129,Single,No,6–10,Budget,1 night,Business,No,Somewhat Important,Sometimes,Yes,"Privacy, Food Quality","Smart Lighting, Smart Mirror",Noisy rooms,160,$5–$10,Yes,10,No,No
30,Non-Binary,Student,39919,Married,Yes,1–2,Luxury,2–3 nights,Event,No,Somewhat Important,Always,Yes,"Cleanliness, Privacy, Ambience","Smart Lighting, AI Concierge",Noisy rooms,155,$5–$10,Yes,9,No,Yes
31,Female,Entrepreneur,22232,Married,No,1–2,Budget,2–3 nights,Transit,Yes,Very Important,Sometimes,No,"Staff Friendliness, Ambience",Mood Music,"Lack of personalization, Noisy rooms",116,$5–$10,No,9,Yes,Yes
37,Male,Retired,31775,Married,Yes,More than 10,Budget,2–3 nights,Other,Yes,Very Important,Sometimes,Yes,"Ambience, Cleanliness","Personalized Room Temperature, AI Concierge","Lack of personalization, Poor Wi-Fi, Other",125,< $5,Yes,6,Yes,Yes
30,Female,Working Professional,7677,Single,No,3–5,Business,2–3 nights,Other,Yes,Somewhat Important,Always,Yes,Cleanliness,Personalized Room Temperature,Long check-in times,112,$20+,Yes,8,Yes,Yes
47,Female,Working Professional,14035,Single,Yes,1–2,Luxury,2–3 nights,Leisure,Yes,Somewhat Important,Sometimes,No,"Technology, Cleanliness",Mood Music,"Noisy rooms, Long check-in times, Lack of personalization",190,$10–$20,Yes,10,Yes,Yes
26,Male,Working Professional,43604,Single,Yes,1–2,Budget,1 night,Leisure,No,Somewhat Important,Sometimes,No,"Cleanliness, Technology",AI Concierge,"Poor Wi-Fi, Long check-in times",70,< $5,Yes,6,Yes,No
33,Female,Entrepreneur,134443,Single,No,1–2,Business,2–3 nights,Other,Yes,Very Important,Sometimes,No,"Ambience, Privacy, Cleanliness",AI Concierge,"Other, Poor Wi-Fi",121,$5–$10,Yes,5,Yes,No
30,Non-Binary,Student,2069,Single,Yes,1–2,Luxury,4–6 nights,Other,No,Somewhat Important,Always,Yes,"Food Quality, Ambience, Staff Friendliness","Mood Music, Smart Lighting, Personalized Room Temperature",Other,158,$5–$10,Yes,7,No,No
49,Male,Working Professional,88430,Married,Yes,6–10,Boutique,2–3 nights,Leisure,Yes,Very Important,Sometimes,No,Technology,"Personalized Room Temperature, Smart Mirror, Smart Lighting","Long check-in times, Poor Wi-Fi, Lack of personalization",175,< $5,Yes,9,Yes,Yes
36,Prefer not to say,Working Professional,34404,Widowed,No,3–5,Business,4–6 nights,Transit,Yes,Very Important,Never,Yes,"Ambience, Privacy",Smart Mirror,"Noisy rooms, Other, Poor Wi-Fi",86,$5–$10,Yes,7,Yes,Yes
45,Male,Working Professional,33197,Widowed,No,6–10,Airbnb,2–3 nights,Business,Yes,Not Important,Sometimes,Yes,"Cleanliness, Staff Friendliness, Technology","AI Concierge, Smart Lighting, Smart Mirror",Long check-in times,71,$10–$20,Yes,10,Yes,No
20,Male,Working Professional,27748,Divorced,Yes,More than 10,Luxury,2–3 nights,Leisure,Yes,Very Important,Always,No,Privacy,"Smart Mirror, Smart Lighting","Lack of personalization, Poor Wi-Fi",57,$5–$10,No,5,Yes,No
37,Male,Entrepreneur,2876,Married,No,3–5,Budget,1 night,Transit,No,Somewhat Important,Sometimes,Yes,"Privacy, Staff Friendliness","AI Concierge, Personalized Room Temperature, Smart Mirror",Other,102,$5–$10,Yes,4,Yes,No
43,Female,Student,3767,Married,No,1–2,Budget,2–3 nights,Transit,Yes,Very Important,Sometimes,No,"Cleanliness, Privacy, Food Quality","Mood Music, Personalized Room Temperature","Long check-in times, Lack of personalization, Noisy rooms",132,< $5,Yes,10,Yes,No
35,Female,Working Professional,36742,Single,Yes,3–5,Airbnb,4–6 nights,Transit,No,Somewhat Important,Sometimes,Yes,"Food Quality, Cleanliness, Ambience","AI Concierge, Smart Mirror",Other,96,$5–$10,No,4,No,Yes
45,Male,Retired,16678,Married,No,More than 10,Airbnb,7+ nights,Event,Yes,Very Important,Sometimes,Yes,Technology,"Mood Music, AI Concierge, Personalized Room Temperature","Long check-in times, Noisy rooms",154,$5–$10,No,8,Yes,Yes
29,Male,Entrepreneur,99685,Married,No,6–10,Budget,2–3 nights,Event,No,Very Important,Sometimes,No,"Staff Friendliness, Technology",AI Concierge,"Noisy rooms, Lack of personalization, Poor Wi-Fi",116,< $5,Yes,10,Yes,Yes
49,Female,Student,20874,Married,No,1–2,Luxury,1 night,Transit,Yes,Very Important,Never,Yes,"Privacy, Cleanliness, Food Quality","Smart Mirror, Smart Lighting, Mood Music","Lack of personalization, Long check-in times, Other",150,$10–$20,Yes,7,No,Yes
57,Male,Working Professional,6185,Married,Yes,3–5,Business,1 night,Other,No,Somewhat Important,Sometimes,Yes,"Ambience, Technology, Privacy",Smart Lighting,"Lack of personalization, Long check-in times, Poor Wi-Fi",127,$5–$10,No,6,Yes,Yes
31,Female,Working Professional,50171,Single,No,3–5,Airbnb,2–3 nights,Event,No,Somewhat Important,Sometimes,Yes,"Food Quality, Privacy, Staff Friendliness","AI Concierge, Smart Lighting","Other, Noisy rooms, Poor Wi-Fi",35,$10–$20,No,10,No,No
30,Female,Working Professional,13888,Single,Yes,More than 10,Airbnb,2–3 nights,Leisure,No,Very Important,Always,No,"Privacy, Staff Friendliness","Mood Music, Smart Mirror",Lack of personalization,62,$5–$10,Yes,7,Yes,Yes
49,Female,Working Professional,29817,Divorced,Yes,1–2,Airbnb,1 night,Event,Yes,Very Important,Never,Yes,"Privacy, Technology, Staff Friendliness",Smart Mirror,"Other, Long check-in times",177,$5–$10,No,7,Yes,Yes
50,Prefer not to say,Student,47870,Single,Yes,3–5,Boutique,7+ nights,Other,No,Very Important,Never,Yes,Ambience,"Smart Mirror, Personalized Room Temperature","Poor Wi-Fi, Other, Long check-in times",73,$10–$20,Yes,10,Yes,Yes
29,Male,Working Professional,92209,Married,No,6–10,Luxury,2–3 nights,Business,Yes,Not Important,Always,Yes,Ambience,"Smart Lighting, Personalized Room Temperature, AI Concierge",Lack of personalization,162,$10–$20,Yes,6,No,Yes
30,Prefer not to say,Entrepreneur,62845,Divorced,No,3–5,Luxury,7+ nights,Event,Yes,Somewhat Important,Sometimes,No,Ambience,Personalized Room Temperature,"Poor Wi-Fi, Noisy rooms",126,$10–$20,Yes,6,No,Yes
32,Female,Working Professional,45125,Married,No,3–5,Luxury,4–6 nights,Transit,Yes,Very Important,Always,Yes,Technology,Smart Lighting,"Lack of personalization, Long check-in times, Noisy rooms",70,< $5,No,5,Yes,Yes
21,Female,Working Professional,45531,Married,No,1–2,Luxury,4–6 nights,Transit,Yes,Somewhat Important,Sometimes,Yes,"Staff Friendliness, Food Quality","AI Concierge, Smart Mirror","Poor Wi-Fi, Lack of personalization, Other",157,$20+,Yes,9,Yes,Yes
25,Male,Student,116695,Single,Yes,1–2,Luxury,2–3 nights,Transit,No,Somewhat Important,Sometimes,Yes,Technology,"Smart Mirror, Mood Music, AI Concierge",Long check-in times,96,$10–$20,Yes,8,Yes,Yes
24,Female,Other,14029,Single,Yes,3–5,Budget,2–3 nights,Business,Yes,Somewhat Important,Always,Yes,"Staff Friendliness, Privacy, Food Quality",AI Concierge,"Other, Lack of personalization",127,$5–$10,Yes,6,Yes,Yes
27,Male,Entrepreneur,44,Divorced,Yes,More than 10,Airbnb,2–3 nights,Other,Yes,Very Important,Never,Yes,Ambience,"Personalized Room Temperature, Smart Lighting, AI Concierge","Poor Wi-Fi, Other",109,$20+,Yes,4,Yes,Yes
34,Male,Entrepreneur,12695,Married,Yes,1–2,Budget,2–3 nights,Leisure,Yes,Very Important,Always,Yes,Technology,"Smart Mirror, Mood Music, Personalized Room Temperature","Long check-in times, Other",30,$5–$10,No,10,Yes,Yes
37,Male,Entrepreneur,9830,Married,No,3–5,Boutique,2–3 nights,Other,Yes,Very Important,Sometimes,Yes,Technology,"AI Concierge, Smart Lighting, Smart Mirror",Long check-in times,153,< $5,Yes,6,No,Yes
50,Female,Retired,43368,Single,No,3–5,Business,7+ nights,Business,Yes,Somewhat Important,Sometimes,No,"Staff Friendliness, Technology",Smart Lighting,Lack of personalization,158,$10–$20,Yes,3,Yes,No
25,Female,Working Professional,40173,Single,Yes,1–2,Airbnb,4–6 nights,Transit,Yes,Very Important,Sometimes,No,"Staff Friendliness, Cleanliness, Ambience","Smart Mirror, AI Concierge","Long check-in times, Lack of personalization",95,$20+,Yes,7,Yes,Yes
44,Female,Working Professional,36003,Widowed,Yes,3–5,Boutique,4–6 nights,Other,Yes,Very Important,Always,Yes,"Privacy, Food Quality","Smart Mirror, Personalized Room Temperature, Mood Music","Poor Wi-Fi, Noisy rooms, Lack of personalization",152,< $5,Yes,9,Yes,Yes
32,Female,Working Professional,655,Single,Yes,6–10,Budget,4–6 nights,Leisure,Yes,Somewhat Important,Always,Yes,Privacy,"Smart Lighting, Smart Mirror","Poor Wi-Fi, Lack of personalization",76,$10–$20,No,8,No,Yes
34,Male,Entrepreneur,52192,Married,No,6–10,Business,2–3 nights,Transit,No,Very Important,Sometimes,No,Ambience,"Mood Music, Smart Mirror","Long check-in times, Poor Wi-Fi, Other",77,$10–$20,Yes,7,Yes,No
41,Female,Entrepreneur,15634,Single,No,3–5,Boutique,1 night,Leisure,No,Very Important,Sometimes,Yes,"Cleanliness, Staff Friendliness, Food Quality","Smart Lighting, Mood Music","Lack of personalization, Noisy rooms, Poor Wi-Fi",131,$20+,Yes,6,Yes,Yes
23,Male,Working Professional,43751,Married,No,3–5,Business,2–3 nights,Event,No,Somewhat Important,Always,Yes,"Technology, Cleanliness",Smart Lighting,"Noisy rooms, Lack of personalization, Other",85,$5–$10,Yes,6,Yes,Yes
38,Female,Student,32529,Divorced,No,1–2,Boutique,2–3 nights,Leisure,Yes,Very Important,Always,Yes,"Privacy, Ambience, Food Quality","Smart Lighting, Mood Music","Noisy rooms, Poor Wi-Fi, Long check-in times",113,< $5,Yes,10,No,Yes
36,Female,Working Professional,16786,Married,No,More than 10,Budget,4–6 nights,Transit,Yes,Not Important,Always,Yes,Food Quality,"Personalized Room Temperature, Mood Music, Smart Lighting","Other, Noisy rooms",73,< $5,Yes,3,Yes,Yes
39,Female,Retired,5781,Single,Yes,1–2,Business,2–3 nights,Event,Yes,Very Important,Sometimes,No,"Technology, Privacy, Cleanliness","Smart Lighting, Mood Music, Personalized Room Temperature",Other,55,$5–$10,Yes,5,Yes,Yes
37,Female,Working Professional,3967,Married,Yes,6–10,Boutique,2–3 nights,Transit,Yes,Somewhat Important,Sometimes,Yes,"Ambience, Cleanliness","Smart Mirror, Smart Lighting",Long check-in times,130,$20+,No,7,Yes,Yes
59,Male,Working Professional,71237,Married,No,1–2,Budget,2–3 nights,Transit,Yes,Somewhat Important,Always,Yes,"Staff Friendliness, Cleanliness, Food Quality","Smart Mirror, Personalized Room Temperature",Lack of personalization,130,$5–$10,Yes,3,Yes,No
28,Female,Working Professional,100235,Married,No,More than 10,Airbnb,1 night,Event,Yes,Somewhat Important,Sometimes,Yes,"Staff Friendliness, Food Quality","Smart Mirror, Personalized Room Temperature",Long check-in times,120,$20+,Yes,7,Yes,Yes
29,Female,Working Professional,41968,Divorced,Yes,6–10,Budget,2–3 nights,Leisure,Yes,Very Important,Always,Yes,Ambience,"Smart Mirror, Personalized Room Temperature",Noisy rooms,105,$10–$20,Yes,5,Yes,No
28,Female,Retired,4367,Married,No,6–10,Budget,4–6 nights,Business,Yes,Very Important,Never,Yes,Cleanliness,"Smart Lighting, AI Concierge","Poor Wi-Fi, Lack of personalization, Noisy rooms",84,$5–$10,Yes,8,Yes,Yes
29,Male,Working Professional,20568,Divorced,No,1–2,Airbnb,1 night,Business,No,Very Important,Never,Yes,"Staff Friendliness, Ambience","Personalized Room Temperature, Smart Mirror","Noisy rooms, Other",65,< $5,Yes,6,Yes,Yes
28,Female,Entrepreneur,52216,Married,No,3–5,Budget,2–3 nights,Business,Yes,Very Important,Sometimes,No,Staff Friendliness,"AI Concierge, Smart Mirror","Noisy rooms, Long check-in times",63,$5–$10,No,6,Yes,Yes
46,Female,Working Professional,60532,Single,No,3–5,Airbnb,2–3 nights,Business,Yes,Very Important,Never,No,"Privacy, Cleanliness",Smart Lighting,Poor Wi-Fi,89,< $5,Yes,6,No,Yes
49,Male,Working Professional,5032,Single,No,6–10,Airbnb,1 night,Other,Yes,Somewhat Important,Never,No,"Technology, Privacy, Food Quality","Smart Lighting, Mood Music","Other, Lack of personalization",171,$5–$10,Yes,8,Yes,No
29,Male,Working Professional,1,Single,No,1–2,Airbnb,1 night,Business,Yes,Very Important,Never,No,"Ambience, Cleanliness","AI Concierge, Smart Lighting, Mood Music","Other, Poor Wi-Fi",131,< $5,Yes,7,No,No
26,Female,Entrepreneur,49810,Divorced,Yes,More than 10,Boutique,7+ nights,Event,Yes,Somewhat Important,Sometimes,Yes,"Ambience, Privacy",Mood Music,"Noisy rooms, Other, Poor Wi-Fi",138,< $5,Yes,9,Yes,Yes
39,Female,Working Professional,17639,Married,Yes,6–10,Business,2–3 nights,Business,Yes,Somewhat Important,Sometimes,Yes,"Food Quality, Privacy, Ambience","Mood Music, Smart Mirror, Smart Lighting","Other, Lack of personalization, Noisy rooms",57,$5–$10,Yes,9,Yes,No
29,Male,Working Professional,264952,Married,Yes,1–2,Boutique,2–3 nights,Transit,Yes,Very Important,Always,Yes,"Technology, Staff Friendliness, Cleanliness",Smart Lighting,"Noisy rooms, Other",129,$5–$10,Yes,6,Yes,Yes
41,Male,Working Professional,519,Single,Yes,6–10,Airbnb,1 night,Business,No,Somewhat Important,Sometimes,Yes,"Privacy, Cleanliness, Staff Friendliness",Mood Music,Long check-in times,136,< $5,Yes,6,Yes,No
37,Male,Retired,31087,Single,No,3–5,Business,2–3 nights,Leisure,No,Somewhat Important,Sometimes,No,"Cleanliness, Food Quality","Smart Lighting, Personalized Room Temperature","Other, Lack of personalization, Poor Wi-Fi",199,$10–$20,Yes,6,Yes,Yes
19,Male,Student,76192,Married,No,3–5,Business,2–3 nights,Event,Yes,Very Important,Always,No,"Cleanliness, Staff Friendliness, Food Quality","Mood Music, Smart Lighting","Noisy rooms, Poor Wi-Fi",119,$5–$10,Yes,10,Yes,Yes
50,Female,Entrepreneur,126454,Married,Yes,3–5,Airbnb,2–3 nights,Event,Yes,Very Important,Always,Yes,Food Quality,"Smart Lighting, Mood Music","Poor Wi-Fi, Lack of personalization",100,$10–$20,Yes,6,Yes,Yes
52,Female,Working Professional,33364,Single,No,3–5,Business,1 night,Other,Yes,Very Important,Sometimes,Yes,Staff Friendliness,"Smart Mirror, AI Concierge, Personalized Room Temperature","Lack of personalization, Poor Wi-Fi",81,$10–$20,No,7,Yes,Yes
28,Female,Working Professional,28899,Married,Yes,6–10,Business,4–6 nights,Transit,No,Very Important,Always,No,"Technology, Cleanliness","AI Concierge, Smart Mirror","Other, Long check-in times, Poor Wi-Fi",122,$10–$20,Yes,7,No,No
31,Female,Student,3555,Single,Yes,3–5,Boutique,2–3 nights,Event,Yes,Very Important,Sometimes,No,"Technology, Privacy, Food Quality",Mood Music,"Lack of personalization, Other",110,$20+,Yes,8,Yes,Yes
37,Male,Working Professional,31840,Single,Yes,3–5,Business,2–3 nights,Leisure,Yes,Very Important,Never,Yes,Food Quality,Smart Lighting,"Noisy rooms, Other, Long check-in times",176,< $5,Yes,7,Yes,No
38,Female,Working Professional,19120,Married,Yes,3–5,Airbnb,2–3 nights,Business,Yes,Somewhat Important,Sometimes,No,Technology,Smart Mirror,"Poor Wi-Fi, Long check-in times, Noisy rooms",165,$5–$10,Yes,10,Yes,Yes
41,Female,Student,37371,Single,Yes,6–10,Luxury,2–3 nights,Event,Yes,Somewhat Important,Sometimes,Yes,"Privacy, Ambience","Smart Lighting, Personalized Room Temperature, Smart Mirror",Long check-in times,70,< $5,Yes,7,Yes,No
55,Prefer not to say,Working Professional,19688,Widowed,No,1–2,Luxury,4–6 nights,Leisure,No,Very Important,Sometimes,Yes,"Food Quality, Cleanliness, Privacy",Smart Mirror,"Noisy rooms, Poor Wi-Fi",118,$5–$10,Yes,7,No,Yes
33,Female,Retired,10993,Single,No,6–10,Luxury,7+ nights,Business,Yes,Somewhat Important,Sometimes,Yes,"Cleanliness, Ambience","Mood Music, Smart Mirror, Smart Lighting","Poor Wi-Fi, Other",242,$5–$10,Yes,9,Yes,Yes
27,Male,Working Professional,3991,Single,No,3–5,Airbnb,2–3 nights,Other,Yes,Very Important,Always,Yes,Technology,"Smart Lighting, AI Concierge",Poor Wi-Fi,46,$5–$10,Yes,5,Yes,Yes
21,Female,Entrepreneur,15128,Single,Yes,1–2,Luxury,4–6 nights,Event,Yes,Very Important,Never,Yes,"Cleanliness, Ambience, Privacy","Personalized Room Temperature, Mood Music, Smart Mirror","Noisy rooms, Lack of personalization",110,< $5,Yes,8,Yes,Yes
27,Male,Working Professional,4065,Married,Yes,1–2,Boutique,4–6 nights,Event,Yes,Somewhat Important,Always,Yes,Staff Friendliness,"Smart Mirror, Mood Music, AI Concierge",Long check-in times,157,$10–$20,Yes,6,Yes,Yes
34,Female,Working Professional,7786,Married,Yes,3–5,Airbnb,7+ nights,Leisure,No,Not Important,Always,No,Privacy,"Smart Mirror, Mood Music","Long check-in times, Poor Wi-Fi, Other",108,$10–$20,No,10,Yes,Yes
52,Male,Working Professional,174760,Married,No,6–10,Airbnb,2–3 nights,Transit,No,Not Important,Sometimes,Yes,"Cleanliness, Food Quality, Ambience",Mood Music,"Lack of personalization, Poor Wi-Fi, Noisy rooms",103,$5–$10,Yes,10,No,Yes
29,Male,Working Professional,23486,Single,Yes,3–5,Airbnb,2–3 nights,Other,Yes,Somewhat Important,Always,Yes,Technology,"Personalized Room Temperature, Mood Music, AI Concierge",Poor Wi-Fi,96,$5–$10,Yes,7,Yes,Yes
37,Female,Working Professional,30360,Single,No,6–10,Business,2–3 nights,Transit,Yes,Somewhat Important,Sometimes,Yes,"Food Quality, Cleanliness",Mood Music,"Poor Wi-Fi, Noisy rooms, Other",66,$20+,Yes,5,Yes,Yes
34,Male,Student,82738,Married,No,1–2,Business,4–6 nights,Event,Yes,Very Important,Always,Yes,"Ambience, Staff Friendliness, Cleanliness","Smart Mirror, Mood Music","Noisy rooms, Lack of personalization, Long check-in times",111,$10–$20,Yes,3,Yes,Yes
46,Female,Working Professional,216764,Married,No,3–5,Business,1 night,Transit,Yes,Very Important,Always,Yes,"Food Quality, Cleanliness, Technology","Mood Music, Personalized Room Temperature","Noisy rooms, Long check-in times, Lack of personalization",171,< $5,Yes,7,No,No
60,Male,Working Professional,34959,Divorced,No,More than 10,Budget,2–3 nights,Business,Yes,Very Important,Always,Yes,"Ambience, Food Quality, Technology","Personalized Room Temperature, Smart Lighting, AI Concierge","Noisy rooms, Lack of personalization",56,$20+,Yes,3,Yes,Yes
29,Female,Retired,66953,Single,Yes,6–10,Boutique,2–3 nights,Other,Yes,Somewhat Important,Always,Yes,"Technology, Ambience, Staff Friendliness","Smart Lighting, Personalized Room Temperature","Lack of personalization, Noisy rooms, Other",133,< $5,Yes,7,Yes,Yes
30,Female,Entrepreneur,15836,Married,Yes,1–2,Airbnb,2–3 nights,Transit,Yes,Somewhat Important,Sometimes,Yes,"Staff Friendliness, Cleanliness","Smart Lighting, Mood Music, Smart Mirror",Noisy rooms,173,$5–$10,Yes,6,Yes,Yes
45,Female,Working Professional,14596,Divorced,Yes,3–5,Airbnb,2–3 nights,Business,Yes,Very Important,Never,Yes,"Cleanliness, Staff Friendliness",Smart Lighting,"Other, Poor Wi-Fi, Noisy rooms",118,< $5,Yes,8,Yes,No
41,Male,Working Professional,20613,Single,No,1–2,Business,4–6 nights,Leisure,Yes,Very Important,Sometimes,Yes,"Privacy, Ambience, Technology",Smart Mirror,Noisy rooms,98,$20+,Yes,7,Yes,Yes
53,Male,Working Professional,44651,Married,Yes,3–5,Airbnb,2–3 nights,Transit,No,Very Important,Never,No,"Staff Friendliness, Cleanliness",AI Concierge,"Noisy rooms, Other, Lack of personalization",153,< $5,Yes,6,Yes,Yes
40,Male,Working Professional,45852,Single,Yes,6–10,Airbnb,4–6 nights,Other,Yes,Very Important,Always,Yes,Privacy,"Mood Music, Smart Lighting","Lack of personalization, Long check-in times",74,< $5,Yes,9,Yes,Yes
31,Male,Working Professional,15147,Divorced,No,6–10,Luxury,2–3 nights,Business,No,Very Important,Sometimes,Yes,Cleanliness,Personalized Room Temperature,"Noisy rooms, Poor Wi-Fi, Lack of personalization",141,$20+,Yes,5,Yes,Yes
40,Female,Working Professional,5718,Married,Yes,1–2,Airbnb,2–3 nights,Transit,Yes,Very Important,Always,Yes,"Cleanliness, Ambience, Staff Friendliness","Personalized Room Temperature, Smart Lighting",Lack of personalization,111,$5–$10,Yes,8,Yes,Yes
46,Non-Binary,Working Professional,40029,Divorced,No,More than 10,Budget,2–3 nights,Leisure,Yes,Somewhat Important,Sometimes,Yes,"Cleanliness, Technology","Mood Music, Smart Mirror","Poor Wi-Fi, Lack of personalization, Long check-in times",123,$10–$20,Yes,10,Yes,Yes
43,Female,Working Professional,5493,Married,No,3–5,Business,1 night,Transit,No,Very Important,Sometimes,Yes,Cleanliness,Smart Lighting,"Lack of personalization, Other, Long check-in times",203,< $5,No,9,No,Yes
40,Female,Working Professional,34556,Single,Yes,3–5,Boutique,2–3 nights,Business,Yes,Somewhat Important,Sometimes,No,"Technology, Privacy","Smart Mirror, Personalized Room Temperature",Long check-in times,177,$5–$10,Yes,6,Yes,Yes
45,Female,Entrepreneur,47291,Divorced,Yes,3–5,Boutique,2–3 nights,Transit,No,Very Important,Sometimes,No,Technology,Smart Lighting,"Noisy rooms, Other, Lack of personalization",194,$20+,Yes,5,Yes,Yes
46,Female,Entrepreneur,48240,Single,Yes,3–5,Luxury,2–3 nights,Other,Yes,Very Important,Sometimes,Yes,"Food Quality, Cleanliness","AI Concierge, Smart Mirror, Personalized Room Temperature",Noisy rooms,79,$5–$10,Yes,9,Yes,Yes
48,Male,Working Professional,56011,Single,No,3–5,Boutique,4–6 nights,Event,Yes,Somewhat Important,Sometimes,Yes,"Ambience, Privacy","AI Concierge, Smart Lighting",Noisy rooms,68,$10–$20,Yes,5,Yes,Yes
41,Non-Binary,Retired,82498,Married,No,3–5,Boutique,2–3 nights,Business,Yes,Not Important,Never,Yes,"Technology, Food Quality, Ambience","Mood Music, Smart Lighting",Poor Wi-Fi,143,$20+,Yes,7,Yes,Yes
33,Female,Other,27722,Married,No,3–5,Business,1 night,Business,Yes,Not Important,Always,No,Cleanliness,"Smart Lighting, Mood Music, AI Concierge","Poor Wi-Fi, Long check-in times, Noisy rooms",136,$10–$20,Yes,8,Yes,Yes
36,Female,Working Professional,52410,Divorced,No,1–2,Business,1 night,Business,Yes,Not Important,Sometimes,Yes,"Ambience, Privacy, Technology","Mood Music, Smart Mirror","Noisy rooms, Lack of personalization",30,$5–$10,Yes,5,Yes,Yes
47,Male,Working Professional,38616,Single,No,6–10,Budget,2–3 nights,Business,Yes,Not Important,Sometimes,Yes,"Cleanliness, Technology, Ambience","Smart Mirror, Personalized Room Temperature, AI Concierge","Lack of personalization, Other",136,$5–$10,Yes,5,Yes,Yes
26,Male,Working Professional,8263,Married,Yes,3–5,Luxury,2–3 nights,Transit,Yes,Somewhat Important,Sometimes,No,"Technology, Staff Friendliness, Food Quality",AI Concierge,Poor Wi-Fi,222,< $5,Yes,4,No,Yes
38,Female,Retired,1041,Married,Yes,1–2,Boutique,1 night,Other,Yes,Somewhat Important,Always,No,"Cleanliness, Food Quality, Technology","Personalized Room Temperature, AI Concierge","Long check-in times, Noisy rooms",214,$5–$10,Yes,10,Yes,Yes
31,Female,Retired,13393,Single,No,6–10,Budget,2–3 nights,Leisure,Yes,Somewhat Important,Sometimes,No,Ambience,"Smart Mirror, Smart Lighting","Poor Wi-Fi, Noisy rooms",85,$20+,Yes,10,Yes,Yes
35,Female,Working Professional,23410,Single,Yes,More than 10,Luxury,2–3 nights,Other,Yes,Very Important,Sometimes,No,Privacy,"Smart Mirror, Personalized Room Temperature, Mood Music","Noisy rooms, Lack of personalization",155,$5–$10,Yes,10,Yes,No
47,Male,Working Professional,269309,Single,Yes,More than 10,Boutique,2–3 nights,Business,Yes,Somewhat Important,Sometimes,No,Technology,"Smart Mirror, Mood Music","Poor Wi-Fi, Noisy rooms, Long check-in times",75,$20+,Yes,10,Yes,Yes
36,Prefer not to say,Working Professional,75873,Single,No,3–5,Boutique,4–6 nights,Transit,Yes,Somewhat Important,Always,Yes,Staff Friendliness,"Mood Music, AI Concierge, Smart Lighting","Lack of personalization, Noisy rooms",115,$10–$20,Yes,6,No,Yes
35,Male,Working Professional,8738,Widowed,No,1–2,Business,2–3 nights,Transit,No,Very Important,Never,Yes,"Technology, Food Quality","Personalized Room Temperature, Smart Mirror",Lack of personalization,78,$20+,Yes,3,No,Yes
